id,main_category,sub_category,detail_category,question,answer,is_template,usage,note,issue,createdAt,updatedAt,search_vector
202,免責約款,車内物品,免責,車内の貴重品の取り扱いについて,車両内の金品については、事前のお申し出のないものに関しては、全て免責とさせていただきます。,f,✖️,事前申告のない物品は補償対象外,車内物品の免責明確化,2025-03-13 11:40:16.24,2025-03-13 11:40:16.24,'事前のお申し出のないものに関しては':2A '事前申告のない物品は補償対象外':8 '免責':6B '免責約款':4B '全て免責とさせていただきます':3A '車両内の金品については':1A '車内の貴重品の取り扱いについて':7C '車内物品':5B
203,免責約款,走行距離,増加,走行距離の増加について,駐車場内での移動のため、お預りした時点より走行距離が増える場合があります。,f,◯,場内移動による距離増加あり,走行距離増加の説明,2025-03-13 11:40:16.243,2025-03-13 11:40:16.243,'お預りした時点より走行距離が増える場合があります':2A '免責約款':3B '場内移動による距離増加あり':7 '増加':5B '走行距離':4B '走行距離の増加について':6C '駐車場内での移動のため':1A
204,免責約款,盗難,補償範囲,盗難時の補償について,お預りした車両が盗難に遭った場合、当社契約保険会社の定める範囲内での補償となり、余剰金額が発生した際はお客様負担となります。,f,△,保険範囲内での補償,盗難時の補償範囲明確化,2025-03-13 11:40:16.245,2025-03-13 11:40:16.245,'お預りした車両が盗難に遭った場合':1A '余剰金額が発生した際はお客様負担となります':3A '保険範囲内での補償':8 '免責約款':4B '当社契約保険会社の定める範囲内での補償となり':2A '盗難':5B '盗難時の補償について':7C '補償範囲':6B
205,免責約款,天災,免責,天災地変時の補償について,天災地変、台風、洪水、雪、雹、落雷、その他暴動、反乱等、当社以外の責めによって生じた損害は全て免責とさせていただきます。,f,✖️,天災等による損害は補償対象外,天災時の免責明確化,2025-03-13 11:40:16.247,2025-03-13 11:40:16.247,'その他暴動':7A '免責':12B '免責約款':10B '反乱等':8A '台風':2A '天災':11B '天災地変':1A '天災地変時の補償について':13C '天災等による損害は補償対象外':14 '当社以外の責めによって生じた損害は全て免責とさせていただきます':9A '洪水':3A '落雷':6A '雪':4A '雹':5A
206,免責約款,その他,判断基準,約款に記載のない事項が発生した場合は？,補償対象か否かに疑義が生じたクレーム、トラブルは、損害保険会社と弊社に一任いただき、保管記録と事実関係の調査に基づき保険契約内容を基準に決定いたします。,f,△,保険会社との協議により決定,未記載事項の対応明確化,2025-03-13 11:40:16.249,2025-03-13 11:40:16.249,'その他':6B 'トラブルは':2A '保管記録と事実関係の調査に基づき保険契約内容を基準に決定いたします':4A '保険会社との協議により決定':9 '免責約款':5B '判断基準':7B '損害保険会社と弊社に一任いただき':3A '約款に記載のない事項が発生した場合は':8C '補償対象か否かに疑義が生じたクレーム':1A
207,アクセス,検索方法,GoogleMap,GoogleMapでの検索方法を教えてください,1.「パーク＆ライド羽田」で検索 2.オプションから「高速道路を使わない」を設定してください。,f,◯,正確な位置表示のため必要な設定,GoogleMapでの検索方法案内,2025-03-13 11:40:16.251,2025-03-13 11:40:16.251,'1':1A '2':5A 'googlemap':11B 'googlemapでの検索方法を教えてください':12C 'で検索':4A 'を設定してください':8A 'アクセス':9B 'オプションから':6A 'パーク':2A 'ライド羽田':3A '検索方法':10B '正確な位置表示のため必要な設定':13 '高速道路を使わない':7A
208,アクセス,住所,目印,住所はどこになりますか？,東京都大田区京浜島2-1 京浜島ふ頭公園付近です。公園向かい側、首都高湾岸線高架下の駐車場となります。首都高の下にあるためピンポイントでの住所表示はされません。,f,◯,目印を参考に特定,住所案内の明確化,2025-03-13 11:40:16.255,2025-03-13 11:40:16.255,'-1':2A 'アクセス':7B '京浜島ふ頭公園付近です':3A '住所':8B '住所はどこになりますか':10C '公園向かい側':4A '東京都大田区京浜島2':1A '目印':9B '目印を参考に特定':11 '首都高の下にあるためピンポイントでの住所表示はされません':6A '首都高湾岸線高架下の駐車場となります':5A
218,予約関連,キャンセル,,天候不良でキャンセルする場合は？,基本的にはキャンセルポリシーが適用されますが、台風などの悪天候によるキャンセルの場合は、状況に応じて対応いたします。事前にご連絡ください。,f,,,,2025-03-13 15:40:45.172,2025-03-13 15:40:45.172,'キャンセル':6B '予約関連':5B '事前にご連絡ください':4A '台風などの悪天候によるキャンセルの場合は':2A '基本的にはキャンセルポリシーが適用されますが':1A '天候不良でキャンセルする場合は':7C '状況に応じて対応いたします':3A
209,アクセス,首都高湾岸線,東京方面,首都高湾岸線（東京方面）からのアクセスは？,『大井南』を出て国道357号線を羽田空港方面へ直進。信号2つ目を10M程越えて右側首都高湾岸線の高架下。※2つ目の信号を左折しないよう注意（京浜島には入りません）,f,◯,左折禁止の注意必要,東京方面からの経路案内,2025-03-13 11:40:16.258,2025-03-13 11:40:16.258,"'2つ目の信号を左折しないよう注意':4A 'からのアクセスは':11C 'を出て国道357号線を羽田空港方面へ直進':2A 'アクセス':6B '京浜島には入りません':5A '信号2つ目を10m程越えて右側首都高湾岸線の高架下':3A '大井南':1A '左折禁止の注意必要':12 '東京方面':8B,10C '首都高湾岸線':7B,9C"
210,アクセス,首都高湾岸線,横浜方面,首都高湾岸線（横浜方面）からのアクセスは？,『湾岸環八』を出て環七・大井埠頭方面（357号）へ。空港北トンネルを出て1つ目の信号を右折。次の信号も右折。10メートル程で右側に駐車場入り口。,f,◯,トンネル後の右折注意,横浜方面からの経路案内,2025-03-13 11:40:16.261,2025-03-13 11:40:16.261,"'10メートル程で右側に駐車場入り口':8A '357号':4A 'からのアクセスは':14C 'へ':5A 'を出て環七':2A 'アクセス':9B 'トンネル後の右折注意':15 '大井埠頭方面':3A '横浜方面':11B,13C '次の信号も右折':7A '湾岸環八':1A '空港北トンネルを出て1つ目の信号を右折':6A '首都高湾岸線':10B,12C"
219,予約関連,キャンセル,,病気や怪我でキャンセルする場合は？,医療上の緊急事態による急なキャンセルの場合、医師の診断書などの証明書をご提示いただければ、キャンセル料を減免する場合があります。詳細はお問い合わせください。,f,,,,2025-03-13 15:40:52.921,2025-03-13 15:40:52.921,'キャンセル':6B 'キャンセル料を減免する場合があります':3A '予約関連':5B '医師の診断書などの証明書をご提示いただければ':2A '医療上の緊急事態による急なキャンセルの場合':1A '病気や怪我でキャンセルする場合は':7C '詳細はお問い合わせください':4A
211,アクセス,首都高羽田線,東京方面,首都高1号羽田線（東京方面）からのアクセスは？,『平和島出口』を出て、昭和島方面へ。南海橋を渡り1つ目の信号を左折。道なりに進み京和橋を渡り、国道357号線を羽田空港方面に右折。10メートル程で右側に駐車場入り口。,f,◯,2つの橋を経由,東京方面からの代替経路案内,2025-03-13 11:40:16.263,2025-03-13 11:40:16.263,"'10メートル程で右側に駐車場入り口':7A '2つの橋を経由':14 'からのアクセスは':13C 'を出て':2A 'アクセス':8B '南海橋を渡り1つ目の信号を左折':4A '国道357号線を羽田空港方面に右折':6A '平和島出口':1A '昭和島方面へ':3A '東京方面':10B,12C '道なりに進み京和橋を渡り':5A '首都高1号羽田線':11C '首都高羽田線':9B"
212,アクセス,首都高羽田線,横浜方面,首都高1号羽田線（横浜方面）からのアクセスは？,『羽田出口』を出て、環状8号線を羽田方面に右折。道なりに進み京浜急行の天空橋駅をこえて、2つ目の信号を左折。トンネルを出て、環七・大井埠頭方面（357号）へ。空港北トンネルを出て1つ目の信号を右折。次の信号も右折。10メートル程で右側に駐車場入り口。,f,◯,天空橋駅が目印,横浜方面からの代替経路案内,2025-03-13 11:40:16.265,2025-03-13 11:40:16.265,"'10メートル程で右側に駐車場入り口':13A '2つ目の信号を左折':5A '357号':9A 'からのアクセスは':19C 'へ':10A 'を出て':2A 'アクセス':14B 'トンネルを出て':6A '大井埠頭方面':8A '天空橋駅が目印':20 '横浜方面':16B,18C '次の信号も右折':12A '環七':7A '環状8号線を羽田方面に右折':3A '空港北トンネルを出て1つ目の信号を右折':11A '羽田出口':1A '道なりに進み京浜急行の天空橋駅をこえて':4A '首都高1号羽田線':17C '首都高羽田線':15B"
213,アクセス,目印,公園,最寄りの目印は何ですか？,1.京浜島ふ頭公園（向かい側） 2.首都高湾岸線高架下,f,◯,複数の目印を確認,目印情報の提供,2025-03-13 11:40:16.267,2025-03-13 11:40:16.267,'1':1A '2':4A 'アクセス':6B '京浜島ふ頭公園':2A '公園':8B '向かい側':3A '最寄りの目印は何ですか':9C '目印':7B '複数の目印を確認':10 '首都高湾岸線高架下':5A
214,アクセス,注意点,左折禁止,間違えやすい箇所はありますか？,1.東京方面から来る場合の2つ目の信号（左折禁止） 2.京浜島への進入,f,◯,誤進入に注意,要注意ポイントの明確化,2025-03-13 11:40:16.269,2025-03-13 11:40:16.269,"'1':1A '2':4A 'アクセス':6B '京浜島への進入':5A '左折禁止':3A,8B '東京方面から来る場合の2つ目の信号':2A '注意点':7B '誤進入に注意':10 '間違えやすい箇所はありますか':9C"
